COMPACTNESS,CIRCULARITY,'DISTANCE CIRCULARITY','RADIUS RATIO','PR.AXIS ASPECT RATIO','MAX.LENGTH ASPECT RATIO','SCATTER RATIO',ELONGATEDNESS,'PR.AXIS RECTANGULARITY','MAX.LENGTH RECTANGULARITY ','SCALED VARIANCE ALONG MAJOR AXIS','SCALED VARIANCE ALONG MINOR AXIS','SCALED RADIUS OF GYRATION','SKEWNESS ABOUT MAJOR AXIS','SKEWNESS ABOUT MINOR AXIS','KURTOSIS ABOUT MINOR AXIS','KURTOSIS ABOUT MAJOR AXIS','HOLLOWS RATIO',class
4,5,5,4,4,1,3,6,2,4,2,2,5,2,3,1,6,7,bus
3,5,5,2,2,1,3,6,2,4,2,2,5,3,4,1,3,4,bus
3,4,4,2,1,1,2,7,1,3,2,1,4,2,2,1,2,2,opel
8,9,10,6,3,2,7,2,6,8,6,6,7,2,5,8,5,7,saab
5,2,5,4,3,1,3,5,2,2,3,3,2,2,1,2,7,9,bus
6,5,8,4,2,2,5,3,5,5,4,5,3,1,1,1,6,6,opel
2,4,5,3,2,1,3,6,2,4,3,2,4,3,3,3,3,3,bus
3,5,5,1,2,1,3,6,2,5,3,2,5,4,5,3,2,1,bus
10,8,10,6,3,2,7,2,6,7,6,7,8,2,8,7,6,9,saab
4,5,6,1,1,2,3,6,3,6,3,3,5,3,4,5,3,4,van
4,6,7,4,2,2,4,4,3,5,4,3,6,1,8,2,7,7,saab
3,4,5,3,2,1,3,6,2,4,2,2,3,2,2,3,4,5,bus
4,4,7,2,1,2,3,6,2,5,3,2,4,2,3,1,3,5,van
5,6,9,5,3,2,6,2,5,5,5,5,6,2,3,2,4,5,opel
4,2,3,2,2,1,2,7,1,1,2,1,3,4,8,4,2,1,saab
6,2,4,2,1,1,2,8,1,3,2,1,1,2,2,3,5,5,van
4,5,6,7,7,8,3,6,3,6,4,2,5,5,5,5,3,4,van
4,4,5,3,2,1,3,5,2,3,3,3,4,3,3,3,5,4,bus
5,2,4,2,2,2,2,7,1,3,2,1,1,2,2,7,6,7,van
8,9,9,3,1,1,9,1,8,7,8,9,9,4,5,3,3,1,bus
4,2,5,3,2,1,3,5,2,2,2,2,2,1,1,1,7,8,bus
6,8,7,5,3,1,6,2,5,7,5,5,8,3,2,2,6,5,bus
2,2,4,1,1,1,2,8,1,2,1,1,3,2,8,2,3,2,saab
4,3,9,4,2,2,5,4,4,3,4,4,4,1,5,9,7,8,saab
6,3,6,3,2,1,4,4,4,3,4,4,3,2,2,5,8,7,bus
8,8,9,4,2,2,7,2,6,8,5,6,7,2,4,6,4,6,saab
5,4,6,3,2,1,3,6,2,4,3,2,5,2,7,1,6,6,opel
5,2,5,4,3,1,4,5,2,3,3,3,2,2,1,4,8,8,bus
4,2,4,2,2,2,2,7,1,3,2,1,1,1,3,5,9,10,van
3,5,5,2,2,2,3,6,2,4,3,2,5,3,1,2,2,2,bus
3,5,5,3,2,1,3,6,2,4,3,2,5,2,3,1,5,5,bus
8,6,10,5,2,2,7,2,6,5,6,6,6,2,3,7,5,8,saab
8,8,9,4,2,2,7,2,6,7,5,6,6,1,3,2,5,6,opel
8,7,9,5,2,2,6,3,5,7,5,5,6,1,7,1,7,7,opel
8,6,10,5,2,2,7,2,5,6,5,6,4,1,5,8,7,9,opel
4,7,7,4,2,2,5,3,4,6,5,4,7,2,3,5,5,6,saab
5,5,6,2,1,2,3,5,3,6,3,3,5,3,1,6,3,6,van
2,4,5,3,2,1,3,6,2,3,3,2,3,2,3,5,4,5,bus
5,8,9,6,3,2,6,2,5,7,5,5,8,2,6,5,6,7,opel
4,4,4,1,1,1,3,6,2,4,3,2,5,3,1,4,2,1,bus
5,3,4,1,1,1,2,8,1,4,2,1,3,3,4,2,3,1,van
4,4,4,2,1,2,1,8,1,4,2,1,3,2,2,3,5,5,van
5,5,10,5,2,2,5,3,5,5,4,5,4,1,4,8,8,10,saab
4,2,2,1,1,1,1,9,1,2,1,1,3,4,4,1,2,1,van
7,7,8,4,2,1,8,2,7,7,7,7,7,3,4,2,4,2,bus
7,9,9,6,3,2,8,2,7,8,6,7,6,2,1,4,4,6,saab
9,10,10,4,1,1,10,1,10,9,9,10,10,4,5,6,2,1,bus
4,4,4,2,1,2,3,6,2,4,3,2,4,4,3,1,2,1,bus
6,7,8,5,3,2,5,3,5,6,5,5,8,2,5,1,5,6,saab
5,2,7,4,2,1,4,4,4,2,4,4,3,1,1,7,7,8,saab
2,5,4,1,1,1,3,6,2,5,2,2,5,3,2,1,1,1,bus
8,7,8,5,2,2,5,3,4,6,4,4,5,1,9,4,9,10,opel
4,5,6,2,1,1,3,6,2,4,3,2,4,2,5,4,4,4,opel
5,4,7,3,3,2,3,6,2,5,2,2,3,1,1,5,7,9,van
4,2,6,3,2,1,4,5,3,2,3,3,2,2,3,4,6,6,saab
6,5,6,3,2,2,2,6,1,5,2,2,4,1,9,1,9,9,van
7,8,8,4,2,2,5,3,5,7,4,5,7,2,5,2,6,7,opel
6,10,10,6,3,2,8,2,7,9,6,7,8,2,5,7,4,7,opel
3,4,4,1,1,1,3,6,2,4,3,2,4,4,1,2,2,1,bus
8,10,9,4,1,1,8,1,8,8,6,8,8,3,4,3,4,2,bus
8,9,9,5,2,2,8,2,7,9,6,7,7,2,3,4,4,7,saab
4,5,5,1,1,2,3,6,3,5,2,3,5,3,6,3,3,4,van
6,7,7,4,2,1,6,2,5,6,5,6,7,3,4,7,5,3,bus
6,5,8,3,2,2,3,6,2,5,2,2,4,1,9,5,7,8,van
4,4,5,3,2,1,3,6,2,3,3,2,3,2,2,2,5,5,bus
4,3,5,3,2,1,3,6,2,3,3,2,3,2,2,3,6,5,bus
3,3,5,2,2,1,2,7,1,3,2,2,4,2,2,6,3,3,opel
3,2,2,2,2,1,2,7,1,2,2,2,3,4,2,2,2,1,saab
7,9,9,4,2,2,8,2,7,8,5,7,6,2,6,2,5,6,opel
6,9,9,6,3,2,8,2,7,9,6,7,7,2,5,5,4,5,opel
7,9,10,4,2,1,9,1,8,7,7,8,10,3,3,4,3,2,bus
10,8,10,6,2,2,7,2,6,7,6,6,7,1,10,7,6,8,saab
4,5,6,3,2,1,3,6,2,4,3,2,5,1,5,3,9,9,opel
5,5,7,3,2,2,3,6,2,5,2,2,4,1,5,2,8,9,van
4,3,5,2,2,1,2,7,1,3,2,1,3,1,8,2,9,10,opel
6,5,9,5,3,2,6,3,5,5,5,5,4,1,1,8,5,7,opel
4,2,3,2,2,1,3,6,2,2,2,2,4,4,6,1,2,1,saab
4,5,6,2,2,2,3,6,2,5,2,2,6,2,6,3,5,7,van
2,6,5,2,2,1,3,6,2,5,3,2,6,3,3,1,3,3,bus
6,7,7,4,2,2,5,4,4,6,4,4,6,1,5,1,6,7,saab
5,4,7,4,2,2,5,3,4,4,5,4,4,2,2,3,5,6,opel
4,5,5,3,3,1,3,6,2,4,3,2,5,2,6,1,7,7,bus
8,7,10,4,2,2,7,2,6,6,5,6,7,2,6,8,5,7,saab
4,5,6,3,2,2,3,5,2,4,3,3,5,2,1,1,5,5,opel
6,7,8,5,2,2,5,3,5,6,4,5,5,1,2,2,7,8,opel
8,8,10,4,1,2,7,2,6,8,6,7,7,2,5,7,5,7,saab
7,5,10,4,2,2,6,3,5,5,5,5,6,1,4,10,6,8,saab
5,6,6,4,2,1,4,4,3,5,4,3,5,2,2,1,5,6,saab
4,6,7,2,2,2,3,6,2,5,3,2,5,2,6,2,4,6,van
4,5,6,3,2,1,3,6,2,4,3,2,4,3,7,4,3,3,opel
8,9,10,5,2,2,6,2,5,7,5,6,8,2,6,1,5,7,saab
4,6,7,2,2,2,3,5,2,6,3,3,5,3,1,2,3,5,van
2,2,3,2,2,1,2,8,1,2,2,1,3,4,5,6,1,2,saab
3,5,4,2,2,1,3,6,2,4,2,2,5,3,3,1,3,2,bus
4,6,6,3,2,2,4,5,3,5,3,3,6,2,5,4,4,4,opel
5,4,6,4,2,1,5,3,4,3,4,4,3,2,1,1,7,6,bus
6,5,5,4,3,1,4,4,3,4,3,3,5,2,4,2,7,8,bus
6,6,7,3,2,2,3,5,3,5,3,3,5,2,1,4,6,7,van
5,6,6,5,3,1,4,4,3,5,4,3,5,2,3,4,8,8,bus
4,2,2,1,2,1,1,9,1,1,1,1,2,4,5,4,2,1,van
8,8,8,4,2,1,8,1,7,6,7,8,7,4,1,5,4,2,bus
7,7,10,4,2,2,7,2,6,7,6,7,6,2,7,6,5,7,saab
4,2,3,2,2,1,2,8,1,2,2,1,2,2,1,4,4,4,saab
2,2,2,1,1,1,1,8,1,2,1,1,2,3,1,2,2,1,saab
7,9,9,5,2,2,7,2,6,8,5,7,7,2,1,5,4,6,opel
2,3,3,1,1,1,2,7,1,2,2,2,3,3,1,2,1,2,opel
8,9,9,6,3,1,10,1,9,7,8,9,10,4,3,3,2,1,bus
2,5,5,2,2,1,3,6,2,5,3,2,6,3,1,4,2,2,bus
6,7,10,6,3,2,7,2,6,7,6,7,7,2,3,5,5,6,opel
4,5,5,2,1,2,2,7,2,4,2,2,5,2,4,5,4,6,opel
5,7,7,3,2,2,3,5,3,6,3,3,6,3,2,1,3,5,van
6,4,7,4,2,2,5,3,5,4,5,5,4,2,3,4,5,6,saab
4,6,7,2,2,2,3,6,2,6,3,2,5,2,2,1,4,6,van
5,6,7,10,10,9,3,5,2,6,10,3,5,10,6,3,4,5,van
6,10,10,5,2,2,8,2,7,9,6,7,7,2,3,5,4,6,opel
3,4,4,1,1,2,3,6,2,4,3,2,4,4,2,4,1,1,bus
4,2,5,3,3,5,2,6,1,3,2,2,2,2,2,3,6,7,van
5,5,7,3,2,2,3,6,2,6,3,2,3,1,5,5,6,8,van
3,6,5,3,3,1,3,5,2,4,3,3,6,2,4,1,4,5,bus
4,7,6,4,2,1,5,4,4,6,4,4,8,2,1,1,5,5,saab
6,2,5,3,2,2,4,5,3,2,4,3,2,2,1,1,4,4,opel
8,10,10,4,1,1,10,1,10,8,9,10,10,4,5,1,2,1,bus
4,4,5,3,3,1,3,5,2,3,3,3,3,2,1,1,4,5,bus
6,2,5,4,3,1,4,4,3,3,4,3,2,2,2,5,8,8,bus
4,4,4,3,2,2,2,7,1,4,2,1,4,2,4,1,6,7,van
8,8,10,5,2,2,7,2,5,7,5,6,6,1,10,6,6,8,saab
3,2,6,3,2,2,3,6,2,2,3,2,2,2,3,6,5,6,opel
7,8,10,3,1,2,7,2,6,7,6,6,6,2,6,3,4,5,opel
5,3,6,3,2,2,2,6,1,5,2,2,1,1,7,1,9,9,van
7,6,9,5,2,2,6,2,5,6,5,5,4,1,4,6,6,7,opel
4,3,5,4,3,1,3,6,2,3,3,2,3,2,1,5,7,7,bus
2,2,4,2,2,2,2,8,1,2,2,1,2,3,1,6,1,3,opel
4,2,5,2,1,1,3,6,2,2,2,2,3,2,1,2,4,4,saab
3,5,5,3,3,1,3,6,2,4,2,2,5,2,3,2,5,5,bus
3,2,7,4,2,2,4,4,4,3,4,3,2,2,1,7,5,6,saab
4,5,6,4,2,2,4,5,3,5,4,3,5,1,2,1,6,7,saab
2,2,2,1,1,1,1,9,1,1,1,1,2,4,1,3,1,1,opel
2,4,5,2,2,1,3,6,2,4,3,2,5,3,3,4,2,1,bus
4,2,6,3,2,1,2,7,1,1,2,2,2,1,2,9,6,7,opel
3,5,6,2,1,2,4,5,3,6,3,3,5,3,5,6,3,4,van
7,8,10,4,1,2,7,2,6,8,5,7,5,2,2,6,5,7,opel
4,5,5,3,2,1,2,6,1,4,2,2,5,1,5,3,6,6,bus
5,2,5,4,3,1,3,5,2,2,3,2,2,2,1,5,9,8,bus
4,4,5,3,3,1,3,6,2,4,3,2,4,3,3,3,3,2,bus
5,1,5,2,1,1,2,7,1,1,2,1,2,1,3,5,8,9,saab
5,3,3,1,1,1,2,8,1,3,2,1,3,4,3,1,2,1,van
6,6,9,4,2,2,7,2,5,5,6,6,6,2,3,2,5,5,opel
4,1,4,3,2,1,2,6,1,1,2,2,1,1,1,1,9,9,saab
3,5,5,1,1,1,3,6,2,4,3,2,5,3,4,1,2,1,bus
4,4,8,5,2,2,5,3,4,3,4,4,3,1,5,6,6,7,opel
4,2,5,2,2,1,2,7,1,2,2,1,2,1,2,9,6,8,opel
8,8,9,5,2,2,8,2,7,7,6,7,7,2,5,6,4,6,opel
3,2,7,4,2,2,4,4,3,2,4,3,3,2,4,9,6,7,opel
9,7,9,5,2,2,7,2,6,6,5,6,5,2,7,6,5,7,saab
3,2,5,2,2,2,2,7,1,3,2,2,2,2,5,3,6,7,van
7,8,10,5,2,2,7,2,6,8,6,7,7,2,1,3,4,7,saab
6,6,8,6,3,1,6,2,5,5,6,6,5,3,2,3,6,4,bus
3,2,6,2,1,1,3,6,2,2,3,2,3,2,3,8,3,4,saab
3,4,5,2,1,1,3,6,2,4,3,2,4,4,5,4,2,2,bus
7,7,10,3,1,2,7,2,6,7,5,6,8,2,5,5,4,6,saab
3,2,4,2,2,1,2,8,1,2,2,1,1,1,2,4,7,8,van
5,4,4,1,1,1,2,8,1,4,2,1,3,3,8,3,3,2,van
3,3,5,2,1,1,3,6,2,3,2,2,4,3,6,1,2,2,opel
4,7,7,4,2,2,5,4,4,6,4,4,6,2,4,2,6,6,opel
6,6,10,5,2,2,6,3,5,6,5,5,4,1,1,9,6,9,saab
7,7,9,4,2,2,6,3,5,7,5,5,7,2,1,3,6,7,saab
4,6,5,2,2,2,4,5,3,5,3,3,5,3,5,2,3,4,van
4,2,3,1,1,1,1,9,1,2,1,1,1,2,3,4,6,6,van
6,7,7,5,2,2,5,3,5,6,5,4,6,1,6,3,6,7,opel
7,8,9,6,3,1,9,1,8,7,8,8,9,4,4,6,3,1,bus
4,5,5,2,2,2,3,6,3,6,3,3,5,3,6,1,3,4,van
7,8,9,5,2,2,5,3,5,7,5,5,6,2,7,4,6,7,saab
5,10,9,6,3,2,7,2,6,9,5,6,8,2,1,1,4,4,opel
7,8,8,4,2,1,7,2,5,7,6,6,7,3,3,4,6,4,bus
4,3,6,3,3,2,3,6,2,3,2,2,4,2,6,3,5,7,van
4,5,5,4,4,1,3,5,2,5,3,3,6,2,4,2,6,6,bus
5,2,5,3,2,1,4,5,3,3,3,3,2,1,3,2,8,8,opel
5,2,5,4,2,2,4,5,3,3,3,3,2,1,4,8,7,9,opel
5,4,5,3,2,1,3,6,2,4,3,2,4,2,4,1,7,7,bus
8,8,9,5,2,2,6,2,5,6,5,6,6,1,1,1,6,8,saab
2,4,4,2,2,1,3,6,2,4,3,2,4,4,1,4,2,1,bus
5,4,5,1,1,1,2,7,1,4,2,2,4,3,2,4,3,2,van
3,5,5,3,3,2,2,6,1,4,3,2,5,2,5,1,5,6,van
7,10,10,6,3,2,7,2,6,8,6,7,9,2,5,1,4,5,opel
6,4,7,4,2,2,5,4,4,4,4,4,2,1,2,2,8,9,saab
4,4,4,2,2,1,2,8,1,4,1,1,4,1,6,1,9,9,van
8,8,10,5,2,2,6,2,5,7,5,6,6,2,5,5,6,7,opel
6,6,6,4,2,2,4,4,3,5,4,3,5,2,5,1,6,6,opel
3,3,4,1,1,1,3,6,2,3,3,2,4,4,6,1,2,1,opel
6,7,6,5,3,1,5,3,4,6,4,4,6,2,2,4,8,6,bus
2,4,5,3,3,1,3,6,2,4,3,2,5,3,4,3,2,2,bus
2,4,5,2,2,2,3,6,2,4,3,2,4,3,1,3,2,2,bus
5,9,9,4,2,2,7,2,6,9,5,6,8,3,6,6,4,5,opel
7,7,10,5,2,2,8,2,7,7,6,7,6,2,6,4,5,7,saab
5,3,4,2,2,2,1,8,1,3,1,1,3,1,6,1,10,10,van
4,5,4,3,2,1,2,7,1,4,2,2,4,2,1,3,4,5,van
7,9,10,6,3,2,7,2,6,8,6,7,8,2,4,6,5,7,opel
7,7,8,4,1,1,8,2,7,6,7,7,7,4,2,3,4,1,bus
8,9,10,5,2,2,8,2,7,9,6,7,7,2,7,1,5,5,opel
2,3,5,2,2,2,3,6,2,3,3,2,3,3,5,3,2,2,opel
6,9,9,6,3,2,7,2,6,8,5,6,8,2,1,6,4,5,saab
7,9,9,4,2,3,8,2,7,9,5,7,6,2,3,3,4,6,opel
4,5,6,3,2,2,4,5,3,6,3,3,5,2,3,3,3,5,van
5,5,7,5,3,1,5,3,5,4,4,5,5,2,2,4,7,6,bus
3,4,4,1,1,1,3,6,2,4,3,2,4,4,1,1,1,1,bus
7,9,9,5,3,2,7,2,6,8,5,6,8,2,1,1,3,5,saab
7,9,8,5,3,2,7,2,6,8,5,7,6,2,2,6,4,5,opel
5,5,6,4,2,2,4,4,3,5,4,3,6,2,6,4,5,6,opel
3,2,5,2,2,2,2,6,1,2,2,2,2,2,3,3,5,5,van
4,6,6,2,2,2,4,5,3,6,3,3,5,3,1,1,3,4,van
3,5,5,3,3,1,3,6,2,5,3,2,6,3,2,3,2,2,bus
7,10,9,6,3,2,8,2,7,9,5,7,7,2,5,3,4,5,opel
5,5,6,4,2,1,4,5,3,5,3,3,5,2,5,3,6,6,saab
2,3,7,2,1,1,3,6,2,3,3,2,2,2,5,5,3,3,opel
7,7,10,4,2,2,7,2,6,7,5,6,5,1,4,6,5,7,opel
8,9,10,4,2,2,8,2,7,8,6,7,7,2,6,6,5,7,saab
6,5,5,4,2,2,3,5,3,5,3,3,4,1,8,3,8,9,saab
3,4,4,2,2,1,3,6,2,4,3,2,4,4,2,3,2,1,bus
7,9,9,4,1,2,7,2,7,8,5,7,8,2,3,5,4,5,opel
8,9,10,3,1,1,9,1,9,7,8,9,9,4,6,1,2,1,bus
5,5,5,4,3,1,3,5,2,4,3,3,6,2,3,2,6,6,bus
8,9,9,6,3,2,7,2,6,8,5,6,7,2,1,8,5,7,opel
5,4,6,2,1,2,3,5,2,5,3,3,4,2,1,2,4,6,van
4,2,2,1,2,1,1,9,1,2,1,1,2,4,4,4,2,1,van
7,9,9,3,1,2,7,2,6,8,6,7,8,2,1,8,4,6,opel
7,9,9,5,2,2,8,2,7,9,6,7,6,2,1,3,4,6,opel
7,9,8,4,2,2,7,2,7,8,6,7,7,3,3,3,4,5,opel
3,2,4,2,2,2,2,8,1,2,1,1,2,3,3,7,3,2,opel
4,3,5,2,1,1,3,6,2,2,3,2,3,3,5,5,3,3,saab
6,5,8,5,3,2,6,3,5,5,5,5,6,2,1,4,4,6,opel
10,8,9,5,2,2,8,2,7,7,6,7,7,2,10,3,5,6,saab
7,7,10,5,2,2,7,2,6,7,5,6,6,1,1,9,5,9,saab
5,1,6,3,2,2,3,6,2,1,3,2,2,2,1,9,5,6,opel
5,5,8,3,2,2,4,5,3,6,3,3,4,2,4,6,5,7,van
7,9,10,4,2,2,7,2,6,9,5,6,8,2,6,7,4,5,opel
3,4,5,1,1,1,3,6,2,4,2,2,4,4,3,3,1,1,bus
4,2,6,3,1,1,4,5,3,2,3,3,2,2,1,3,6,6,opel
7,9,10,4,1,2,8,2,7,8,5,7,6,2,1,8,4,7,opel
5,2,5,3,2,2,3,5,3,3,3,3,2,1,3,10,7,9,saab
4,2,5,2,2,1,2,7,1,3,2,2,2,2,4,2,5,4,van
1,2,3,1,2,1,2,8,1,2,2,1,3,4,1,6,1,1,opel
5,4,5,3,2,2,3,6,2,4,3,2,4,1,10,3,10,10,opel
8,9,10,6,3,2,7,2,7,8,5,7,8,2,6,7,5,8,saab
3,3,5,2,1,1,3,6,2,3,3,2,4,3,4,4,2,2,saab
4,3,5,3,2,2,2,7,1,3,2,2,1,1,2,2,9,10,van
4,3,7,4,2,2,5,4,4,3,4,4,3,2,4,5,5,5,saab
5,3,5,2,2,1,2,7,1,3,2,2,2,2,1,1,4,3,van
4,2,5,3,2,1,2,7,1,2,2,2,2,1,1,10,6,8,saab
4,4,6,6,6,9,3,6,2,5,4,2,4,5,3,3,4,5,van
7,8,10,5,2,2,7,2,6,7,5,7,6,1,1,5,5,8,opel
5,5,5,3,2,1,4,5,3,5,3,3,5,2,4,3,5,5,saab
6,5,8,5,3,2,5,3,5,4,5,5,5,2,7,3,5,6,saab
8,7,9,4,2,2,7,2,5,6,5,6,5,1,6,6,6,7,opel
5,6,5,4,3,1,4,4,3,5,3,3,5,2,5,5,8,9,bus
3,4,3,1,1,2,3,6,2,4,3,2,4,4,4,2,1,1,bus
4,6,7,4,2,2,5,4,4,5,4,4,6,2,6,4,6,6,saab
8,9,9,3,1,1,10,1,10,8,8,9,9,4,3,8,1,2,bus
7,7,10,5,2,2,7,2,6,6,5,6,4,1,1,5,6,9,saab
4,4,4,2,2,1,1,9,1,3,1,1,3,3,6,1,4,3,van
4,3,3,1,1,1,2,8,1,3,2,1,3,4,6,2,3,1,van
6,5,7,4,3,2,4,5,3,5,3,3,3,1,7,3,6,7,van
7,9,9,5,3,2,8,2,7,9,6,7,7,2,1,6,4,6,saab
3,3,4,2,2,1,1,8,1,3,1,1,3,1,4,3,9,9,van
7,7,9,5,3,2,6,2,5,6,5,5,5,2,2,3,5,5,opel
8,9,8,4,2,1,9,1,8,8,8,9,9,4,4,3,3,1,bus
5,5,5,4,3,1,3,5,2,4,3,3,5,2,4,2,7,7,bus
4,1,3,2,2,1,1,8,1,2,1,1,1,1,2,3,8,9,van
5,3,7,4,2,2,4,4,3,3,3,3,2,1,3,5,7,8,saab
5,2,5,4,3,2,4,5,3,3,3,3,2,2,2,4,5,6,saab
4,4,5,4,3,4,3,6,2,4,3,2,4,3,1,3,4,3,bus
4,5,7,2,1,2,3,6,3,6,3,3,4,3,4,3,3,5,van
5,3,4,1,1,1,2,7,2,4,2,2,3,4,6,5,2,1,van
4,5,5,3,2,2,3,6,1,4,2,2,5,2,4,2,7,8,bus
5,3,5,4,3,2,3,5,2,3,3,3,3,2,2,2,6,7,bus
8,7,9,4,1,2,7,2,6,7,6,6,7,2,1,1,4,6,saab
3,2,3,1,1,1,1,9,1,2,1,1,3,3,5,1,3,2,van
2,3,5,2,1,2,2,7,2,3,2,2,3,3,4,6,2,3,opel
4,3,7,4,2,2,5,4,4,2,4,4,3,2,5,4,5,5,saab
3,5,4,1,2,2,3,6,2,4,3,2,5,4,1,2,1,1,bus
9,6,9,5,2,2,6,2,5,5,5,6,5,1,8,8,6,8,saab
4,7,7,4,2,2,5,4,4,5,4,4,7,2,5,2,6,6,opel
8,9,9,7,4,1,9,1,8,7,8,9,8,4,5,4,4,2,bus
3,3,4,2,2,1,2,7,1,3,2,2,3,2,3,4,4,3,saab
3,4,4,1,1,1,3,6,2,5,3,2,5,4,1,2,1,1,bus
7,9,9,6,3,2,7,2,6,8,6,7,7,2,1,2,4,6,saab
